Charity_ID,Charity_Name,EIN,Street_Address,Telephone,Fax,Overall_Rating,Financial_Rating,Transparency_Rating,Program_Expenses,Administrative_Expenses,Fundraising_Expenses,Fundraising_Efficiency,Revenue_Growth,Expenses_Growth,Working_Capital_Ratio,Core_Service,Tagline,Website,Scraped_From
6960,Initiative Foundation - MN,36-3451562,"['405 First Street, SE', 'Little Falls, MN 56345']",(877) 632-9255,(320) 632-9258,82.66,78.09,89.00, 78.9%, 13.4%,  7.5%,$0.11, -12.4%,  2.7%,7.68,Community Development : Housing and Neighborhood Development,Unlocking the power of central Minnesota communities,http://www.ifound.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6960
11708,Injured Marine Semper Fi Fund - CA,26-0086305,"['Santa Margarita Road', 'Building H49 Camp Pendleton, CA 92055']",(760) 725-3680,(760) 725-3685,98.23,97.50,100.00, 93.7%,  3.6%,  2.5%,$0.02, 16.9%,0.68,  1.5%,Human Services : Social Services,Serving those who preserve our freedom,http://www.semperfifund.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11708
5438,INMED Partnerships for Children - VA,52-1482339,"['21630 Ridgetop Circle', 'Suite 130 Sterling, VA 20166']",(703) 729-4951,(703) 858-7253,95.05,100.00,93.00, 97.8%,  2.0%,  0.1%,< $0.01, 18.2%,4.10,  0.5%,International : Development and Relief Services,"Healthy children, bright futures",http://www.inmed.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5438
10725,The INN - NY,11-2676892,"['211 Fulton Avenue', 'Hempstead, NY 11550']",(516) 486-8506,(516) 486-8105,82.59,76.72,92.00, 85.6%, 13.3%,  0.9%,$0.01,  -2.5%,  -0.2%,0.89,Human Services : Homeless Services,"Serving hungry & homeless Long Islanders with dignity, respect and love",http://www.the-inn.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10725
9161,Inner City Christian Federation - MI,38-1903026,"['920 Cherry Street, SE', 'Grand Rapids, MI 49506']",(616) 336-9333,(616) 243-9323,82.88,92.46,77.00, 82.5%,  8.4%,  9.0%,$0.15,  6.7%, 14.6%,2.19,Community Development : Housing and Neighborhood Development,Making places to come home to,http://www.iccf.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9161
13434,Inner City Health Center - CO,74-2426085,"['3800 York Street', 'Denver, CO 80205']",(720) 833-5091,(303) 296-3484,87.46,82.73,96.00, 84.5%,  7.3%,  8.0%,$0.13,  -0.6%,1.19, 38.6%,Health : Treatment and Prevention Services,Your Doctor. Your Dignity.,http://www.innercityhealth.com/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13434
11518,Inner-City Arts - CA,95-4239478,"['720 Kohler Street', 'Los Angeles, CA 90021']",(213) 627-9621,(213) 627-6469,90.56,92.46,89.00, 74.6%, 11.0%, 14.3%,$0.14, 14.7%, 14.3%,4.21,Education : Other Education Programs and Services,"An oasis of learning, achievement and creativity in the heart of Skid Row",http://www.inner-cityarts.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11518
10180,Inner-City Scholarship Fund - NY,51-0453629,"['1011 First Avenue', 'Suite 1400 New York, NY 10022']",(212) 753-8583,(212) 371-6461,85.09,84.24,86.00, 84.7%,  5.1%, 10.1%,$0.10,  1.8%,0.82,  4.6%,Education : Scholarship and Financial Support,A child. A chance. A future.,http://www.innercityscholarshipfund.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10180
10245,INSIGHT - RI,05-0272278,"['43 Jefferson Boulevard', 'Warwick, RI 02888']",(401) 941-3322,(401) 941-3356,89.74,85.50,100.00, 80.0%, 15.7%,  4.1%,$0.06, 12.4%,  -5.7%,8.80,Human Services : Social Services,Promoting independence and opportunities for people with vision loss,http://www.in-sight.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10245
3866,Insight for Living - TX,95-3392299,"['P.O. Box 269000', 'Plano, TX 75026']",(800) 772-8888,,80.56,79.23,82.00, 86.9%,  8.3%,  4.6%,$0.04,  0.1%,  -3.6%,0.35,Religion : Religious Media and Broadcasting,The Bible-teaching ministry of Charles R. Swindoll,http://www.insight.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3866
8595,Inspiration Corporation - IL,36-3673980,"['4554 North Broadway', 'Suite 207 Chicago, IL 60640']",(773) 878-0981,(773) 878-3114,93.60,90.96,100.00, 89.0%,  4.6%,  6.2%,$0.08,  6.0%,0.68, 15.7%,Human Services : Homeless Services,Catalyst for Self-Reliance,http://www.inspirationcorp.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8595
13519,Inspire Women - TX,35-2203762,"['1415 South Voss', 'Suite 110-516 Houston, TX 77057']",(713) 521-1400,(713) 521-1388,68.16,98.85,55.00, 81.0%, 13.7%,  5.1%,$0.03, 30.3%,6.02,  3.8%,Education : Scholarship and Financial Support ,Find your spark,http://inspirewomen.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13519
8304,Institute for Agriculture and Trade Policy - MN,36-3501938,"['2105 First Avenue South', 'Minneapolis, MN 55404']",(612) 870-0453,(612) 870-4846,76.04,67.08,92.00, 70.8%, 19.0%, 10.1%,$0.20, -13.0%, -13.9%,1.14,Research and Public Policy : Social and Public Policy Research,Where global and local meet sustainability,http://www.iatp.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8304
8902,Institute for America's Future - DC,52-1971942,"['1825 K Street, NW', 'Suite 400 Washington, DC 20006']",(202) 955-5665,(202) 955-5606,82.94,85.14,81.00, 85.0%,  9.7%,  5.1%,$0.05,  0.6%,0.42, 25.6%,Research and Public Policy : Social and Public Policy Research ,Bringing about the progressive transformation,http://www.ourfuture.org/institute/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8902
10754,Institute for American Values - NY,13-3400377,"['1841 Broadway', 'Suite 211 New York, NY 10023']",(212) 246-3942,(212) 541-6665,73.28,73.57,73.00, 85.7%,  7.8%,  6.3%,$0.11, -15.6%,  -3.5%,0.55,Research and Public Policy : Social and Public Policy Research,Contributing intellectually to strengthening families and civil society in the U.S. and the world,http://www.americanvalues.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10754
7485,Institute for Creation Research - TX,95-3523177,"['1806 Royal Lane', 'Dallas, TX 75229']",(800) 337-0375,,91.40,94.84,89.00, 83.8%,  9.6%,  6.5%,$0.07,  4.7%,1.44, 17.4%,Religion : Religious Activities ,Proclaiming the Scientific Truth of Creation,http://www.icr.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7485
7935,Institute for Educational Advancement - CA,95-4695698,"['569 South Marengo Avenue', 'Pasadena, CA 91101']",(626) 403-8900,(626) 403-8905,88.99,88.99,89.00, 89.9%,  6.3%,  3.6%,$0.04,  -7.8%, 17.0%,2.18,Education : Scholarship and Financial Support,Supporting our nation's most talented young people,http://www.educationaladvancement.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7935
12699,Institute for Energy Research - DC,76-0149778,"['1155 15th Street NW', 'Suite 900 Washington, DC 20005']",(202) 621-2950,(202) 741-9170,89.89,90.87,89.00, 85.2%,  6.6%,  8.0%,$0.09,  3.9%,0.66, 25.3%,Research and Public Policy : Social and Public Policy Research ,Research and analysis of global energy markets.,http://www.instituteforenergyresearch.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12699
5380,Institute for Foreign Policy Analysis - MA,51-0192436,"['675 Massachusetts Avenue', '10th Floor Cambridge, MA 02139']",(617) 492-2116,(617) 492-8242,66.77,60.87,74.00, 64.3%, 30.1%,  5.5%,$0.09, -16.3%, -19.7%,0.30,"International : International Peace, Security, and Affairs","Specializing in national security, foreign policy, and defense planning issues",http://www.ifpa.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5380
9416,Institute for Global Engagement - VA,23-3042456,"['P.O. Box 12205', 'Arlington, VA 22219']",(703) 527-3100,(703) 527-5965,92.29,91.65,93.00, 73.3%, 18.6%,  7.9%,$0.06, 13.3%,1.11,  8.3%,"International : International Peace, Security, and Affairs ",Promoting sustainable environments for religious freedom worldwide,http://www.globalengage.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9416
8331,The Institute for Human Services - HI,99-0199107,"[""546 Ka'aahi Street"", 'Honolulu, HI 96817']",(808) 447-2810,(808) 845-7190,90.90,93.34,89.00, 88.4%,  7.4%,  4.1%,$0.04,  9.5%,  9.3%,0.42,Human Services : Homeless Services,Providing respite for those who are unsheltered and solutions that transform lives,http://www.ihshawaii.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8331
7916,Institute for Humane Studies - VA,94-1623852,"['3301 North Fairfax Drive', 'Suite 440 Arlington, VA 22201']",(800) 697-8799,(703) 993-4890,84.67,89.56,81.00, 84.9%,  6.3%,  8.7%,$0.09,  4.9%,  9.2%,0.37,Education : Youth Education Programs and Services,Explore the ideas of liberty,http://www.theihs.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7916
5454,Institute for Justice - VA,52-1744337,"['901 North Glebe Road', 'Suite 900 Arlington, VA 22203']",(703) 682-9320,(703) 682-9321,97.84,99.45,97.00, 83.1%,  9.5%,  7.3%,$0.04,  9.4%,4.04,  1.8%,Human and Civil Rights : Advocacy and Education ,Litigating for liberty,http://www.ij.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5454
14467,Institute for Middle East Understanding - CA,20-2389388,"['2913 El Camino Real #436', 'Tustin, CA 92782']",(718) 514-9662,,67.82,88.39,56.00, 83.9%,  3.1%, 12.9%,$0.20, 11.2%, 38.5%,0.93,"International : International Peace, Security, and Affairs",Fostering an increased understanding among Americans about Palestine and the Palestinians,http://imeu.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14467
7731,Institute for Policy Studies - DC,52-0788947,"['1301 Connecticut Avenue NW', 'Suite 600 Washington, DC 20036']",(202) 234-9382,(202) 387-7915,92.22,92.45,92.00, 88.1%,  6.4%,  5.3%,$0.04,  0.4%,1.33,  7.2%,Research and Public Policy : Social and Public Policy Research,"Ideas into action for peace, justice, and the environment",http://www.ips-dc.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7731
14223,Institute for Quality Education - IN,35-1836687,"['101 West Ohio Street', 'Suite 700 Indianapolis, IN 46204']",(317) 870-2532,,86.56,100.00,81.00, 94.6%,  3.1%,  2.1%,< $0.01,107.3%,1.35,< 0.1%,Education : Scholarship and Financial Support,Tuition Assistance to Low-Income Students,http://www.i4qed.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14223
13806,Institute for the Analysis of Global Security - MD,22-3880419,"['7811 Montrose Road', 'Suite 505 Potomac, MD 20854']",(866) 713-7527,,69.84,69.70,70.00, 57.7%, 29.7%, 12.4%,$0.12,  -3.6%,1.12,  0.2%,"International : International Peace, Security, and Affairs",Strengthening the world's energy.,http://www.iags.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13806
8014,Institute for Transportation and Development Policy - NY,52-1399520,"['9 East 19th St.', '7th Floor New York, NY 10003']",(212) 629-8001,(646) 380-2360,83.48,76.99,96.00, 91.3%,  7.8%,  0.7%,< $0.01, -10.7%,  -3.6%,0.65,Environment : Environmental Protection and Conservation,Promoting sustainable and equitable transportation worldwide,http://www.itdp.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8014
10903,Institute for Women's Policy Research - DC,52-1549572,"['1200 18th Street NW', 'Suite 301 Washington, DC 20036']",(202) 785-5100,(202) 833-4362,83.24,79.01,89.00, 88.2%,  7.4%,  4.3%,$0.04,  0.8%,  -1.1%,0.60,Research and Public Policy : Social and Public Policy Research,"Strengthening families, communities, and societies",http://www.iwpr.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10903
5966,The Institute of Contemporary Art - MA,04-2104327,"['100 Northern Avenue', 'Boston, MA 02210']",(617) 478-3102,,88.62,94.19,85.00, 78.4%, 13.7%,  7.8%,$0.05, 24.4%,  5.4%,4.76,"Arts, Culture, Humanities : Museums",At the leading edge of art in Boston for 70 years,http://www.icaboston.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5966
3875,Institute of International Education - NY,13-1624046,"['809 United Nations Plaza', 'New York, NY 10017']",(212) 984-5381,(212) 984-5401,92.92,90.00,100.00, 94.3%,  5.5%,  0.1%,< $0.01, 17.0%,0.26, 48.7%,"International : International Peace, Security, and Affairs 
      (Fundraising) 
      
 ",Opening minds to the world,http://www.iie.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3875
8237,Institute of Noetic Sciences - CA,23-7236986,"['101 San Antonio Road', 'Petaluma, CA 94952']",(877) 769-4667,(707) 781-7420,84.88,85.83,84.00, 75.1%, 12.0%, 12.8%,$0.23,  7.1%,  0.8%,1.30,Research and Public Policy : Non-Medical Science & Technology Research,Advancing the science of consciousness and human experience,http://www.noetic.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=8237
10604,Institute of Southern Jewish Life - MS,64-0762027,"['4915 I-55 North', 'Suite 100A Jackson, MS 39206']",(601) 362-6357,(601) 366-6293,85.79,81.17,93.00, 75.7%,  9.3%, 14.8%,$0.32,  2.7%,  2.2%,2.02,Religion : Religious Activities,Providing educational and rabbinic services to Southern Jewish communities,http://isjl.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10604
7732,Institute on Taxation and Economic Policy - DC,04-2688165,"['1616 P Street, NW', 'Suite 200 Washington, DC 20036']",(202) 299-1066,(202) 299-1065,83.99,87.70,81.00, 84.2%,  5.8%,  9.8%,$0.08, 14.9%,  2.3%,0.49,Research and Public Policy : Social and Public Policy Research,Keeping policymakers and the public informed,http://www.itepnet.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7732
6241,Inter-American Dialogue - DC,52-1830369,"['1211 Connecticut Avenue, NW', 'Suite 510 Washington, DC 20036']",(202) 822-9002,(202) 822-9553,84.93,81.75,89.00, 75.5%, 17.1%,  7.3%,$0.07,  2.7%,  -8.7%,1.65,"International : International Peace, Security, and Affairs",Leading U.S. center for policy analysis and exchange on Western Hemisphere affairs,http://www.thedialogue.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6241
15861,Inter-Faith Council for Social Service - NC,59-1224041,"['110 West Main Street', 'Carrboro, NC 27510']",(919) 929-6380,(919) 929-3353,84.48,87.45,82.00, 76.0%, 13.6%, 10.2%,$0.05,  0.5%,3.43,  3.9%,Human Services : Social Services,Providing Basic Social Services to Underserved Individuals and Groups,http://www.ifcweb.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15861
13783,InterAct - NC,58-1320613,"['1012 Oberlin Road', 'Raleigh, NC 27605']",(918) 828-7501,(919) 828-8304,87.18,89.83,85.00, 88.1%,  6.7%,  5.0%,$0.06,  9.1%,  -1.0%,1.66,Human Services : Social Services,"Safety, Support, Awareness",http://interactofwake.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13783
5777,InterAct Ministries - OR,92-6004561,"['31000 Southeast Kelso Road', 'Boring, OR 97009']",(800) 258-3464,(503) 668-6814,85.10,82.68,88.00, 78.6%, 17.7%,  3.6%,$0.03,  1.5%,  3.4%,0.85,Religion : Religious Activities,Planting churches . . .transforming communities in the North Pacific Crescent,http://www.interactministries.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5777
9207,InterAction - DC,13-3287064,"['1400 Sixteenth Street, NW', 'Suite 210 Washington, DC 20036']",(202) 667-8227,,95.41,94.89,96.00, 86.0%, 13.1%,  0.8%,< $0.01, 19.3%,  7.8%,0.52,International : Development and Relief Services,American council for voluntary international action,http://www.interaction.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9207
5101,Intercollegiate Studies Institute - DE,23-6050131,"['3901 Centerville Road', 'Wilmington,', 'DE 19807']",(800) 526-7022,,92.89,90.79,96.00, 80.8%, 10.3%,  8.7%,$0.09,1.15,  4.5%, 19.2%,Education : Education Policy and Reform ,Educating for liberty since 1953,http://www.isi.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5101
14133,Interface Ministries - GA,58-1970866,"['P.O. Box 450816', 'Atlanta, GA 31145']",(770) 934-7797,,77.91,77.84,78.00, 87.4%, 11.4%,  1.1%,$0.01,  -1.9%,  -1.5%,0.63,Religion : Religious Activities,The Face of International Friendships,https://www.iface.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14133
6565,The Interfaith Alliance Foundation - DC,81-0587332,"['1250 24th Street, NW', 'Suite 300 Washington, DC 20037']",(202) 466-0567,,68.83,58.56,85.00, 60.6%, 21.5%, 17.8%,$0.15, -12.9%, -24.1%,0.25,Religion : Religious Activities,Protecting faith and freedom,http://www.interfaithalliance.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6565
10178,Interfaith Caring Ministries - TX,76-0143694,"['151 Park Avenue', 'League City, TX 77573']",(281) 332-3881,(281) 332-3823,85.82,86.71,85.00, 87.1%,  2.6%, 10.2%,$0.21, 29.3%,  6.0%,0.64,Human Services : Social Services,"""Strengthening our community one family at a time""",http://www.icmtx.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10178
6028,The Interfaith Center of New York - NY,13-3926970,"['475 Riverside Drive', 'Suite 540 New York, NY 10115']",(212) 870-3510,(212) 870-3499,74.69,69.67,81.00, 61.7%, 18.5%, 19.7%,$0.22,  -0.9%,  4.4%,0.79,Religion : Religious Activities,Creating understanding and respect among the different religious groups of New York City,http://www.interfaithcenter.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=6028
15348,Interfaith Community Housing of Delaware - DE,51-0298556,"['613 North Washington Street', 'Wilmington, DE 19801']",(302) 652-3991,(302) 652-3945,86.89,89.11,85.00, 89.5%,  7.1%,  3.2%,$0.04,  9.1%,0.76, 68.0%,Community Development : Housing and Neighborhood Development ,"Rebuilding communities for families, one home at a time",http://ichde.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15348
12094,Interfaith Community Services of Pima County - AZ,86-0520997,"['2820 West Ina Road', 'Tucson, AZ 85741']",(520) 297-6049,(520) 797-3029,96.66,97.50,96.00, 85.5%,  6.3%,  8.0%,$0.07, 19.3%,0.83,  3.8%,Human Services : Social Services,Living our diverse faiths,http://www.icstucson.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=12094
4238,"Interfaith Community Services, California - CA",95-3837714,"['550 West Washington Avenue', 'Suite B Escondido, CA 92025']",(760) 489-6380,(760) 740-0837,92.66,89.63,100.00, 86.5%,  7.6%,  5.7%,$0.15,  2.6%,1.38, 13.8%,Human Services : Social Services ,Helping people help themselves,http://www.interfaithservices.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4238
5683,Interfaith Education Fund - TX,74-2548241,"['1106 Clayton Lane', 'Suite 120W Austin, TX 78723']",(512) 459-6551,,73.54,73.09,74.00, 80.9%, 16.6%,  2.4%,$0.12,  -2.2%, -19.3%,3.20,Education : Other Education Programs and Services,Providing training and education on public issues,,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5683
11298,Interfaith Emergency Services - FL,59-2349840,"['435 Northwest 2nd Street', 'Ocala, FL 34475']",(352) 629-8868,(352) 629-5771,80.09,92.05,73.00, 92.0%,  6.0%,  1.8%,< $0.01,  2.6%,0.78,  0.2%,Human Services : Social Services,God's hand extended to those in need,http://iesmarion.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11298
11256,Interfaith Food Pantry - NJ,22-3618468,"['Two Executive Drive', 'Morris Plains, NJ 07950']",(973) 538-8049,(973) 998-5086,92.95,90.88,96.00, 93.0%,  2.9%,  3.9%,$0.04,  4.1%, 10.8%,1.02,"Human Services : Food Banks, Food Pantries, and Food Distribution",From hunger to hope,http://www.mcifp.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=11256
15480,InterFaith Health Clinic - TN,58-1947641,"['315 Gill Avenue', 'Knoxville, TN 37917']",(865) 546-7330,(865) 546-6643,78.91,76.23,82.00, 87.3%,  6.9%,  5.6%,$0.05,  -6.5%, -12.8%,0.91,Health : Treatment and Prevention Services,Providing comprehensive health care to people who are working without health insurance.,http://www.interfaithhealthclinic.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=15480
7323,Interfaith Housing Coalition - TX,75-2028254,"['5600 Ross Avenue', 'Dallas, TX 75206']",(214) 827-7220,(214) 451-3198,84.84,78.57,100.00, 85.7%,  5.6%,  8.5%,$0.09,  -2.7%,  -2.4%,1.79,Human Services : Homeless Services,"To be the hands of Christ, helping families transition to self-sufficiency and new hope.",http://www.ihcdallas.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=7323
3878,Interfaith Ministries for Greater Houston - TX,74-1488102,"['3303 Main Street', 'Houston, TX 77002']",(713) 533-4900,(713) 520-4663,93.37,91.52,96.00, 81.6%, 10.8%,  7.4%,$0.06, 14.2%,0.93, 24.0%,Human Services : Social Services ,"Bringing people of diverse faith traditions together for dialogue, collaboration and service.",http://www.imgh.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3878
9041,Interfaith Outreach & Community Partners - MN,36-3482724,"['1605 County Road 101 N.', 'Plymouth, MN 55447']",(763) 489-7500,(763) 489-7510,98.23,97.50,100.00, 87.2%,  6.7%,  6.0%,$0.05,  8.5%,1.67,  7.4%,Human Services : Social Services,Creating opportunities to thrive,http://www.iocp.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9041
13218,Interfaith Social Services - MA,04-2104853,"['105 Adams Street', 'Quincy, MA 02169']",(617) 773-6203,(617) 472-4987,94.42,96.38,93.00, 88.8%,  5.6%,  5.4%,$0.05, 16.8%, 17.5%,0.52,Human Services : Social Services,Serving the South shore since 1947,http://www.interfaithsocialservices.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=13218
14127,Interfaith Worker Justice - IL,36-4063982,"['1020 West Bryn Mawr Avenue', 'Chicago, IL 60660']",(773) 728-8400,(773) 728-8409,75.41,67.02,89.00, 70.2%, 18.3%, 11.3%,$0.12,  -3.4%,  -3.9%,0.73,Human and Civil Rights : Advocacy and Education,Advancing the rights of workers,http://www.iwj.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14127
5403,Interfaith Works - MD,52-1072684,"['114 West Montgomery Avenue', 'Rockville, MD 20850']",(301) 762-8682,,89.02,85.00,96.00, 95.4%,  0.1%,  4.4%,$0.04, 12.0%,0.07, 65.9%,Human Services : Homeless Services,Supporting Individuals.  Empowering families.  Transforming communities,http://www.iworksmc.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5403
14096,Interfaith Youth Core - IL,30-0212534,"['325 N. LaSalle St., Suite 775', 'Chicago, IL 60654']",(888) 573-8825,(312) 573-1542,83.61,82.34,85.00, 73.4%, 15.5%, 11.0%,$0.04, 63.4%,  -5.8%,2.39,Religion : Religious Activities,An inspiring part of the American story.,http://www.ifyc.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=14096
9840,Interlochen Center for the Arts - MI,38-1689022,"['4000 Highway M-137', 'Interlochen, MI 49643']",(231) 276-7623,(231) 276-7887,88.32,87.69,89.00, 78.5%, 18.0%,  3.4%,$0.15,  6.4%,  6.4%,1.94,Education : Other Education Programs and Services,Dedicated to the promotion of world friendship through the universal language of the arts,http://www.interlochen.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=9840
3880,International AIDS Vaccine Initiative - NY,13-3870223,"['125 Broad Street', '9th Floor New York, NY 10004']",(212) 847-1111,(212) 847-1112,85.39,79.74,96.00, 84.1%, 12.6%,  3.2%,$0.03,  -8.1%,0.84, 43.1%,Health : Medical Research ,Imagine a world without AIDS.,http://www.iavi.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3880
5517,International Board of Jewish Missions - TN,58-0669998,"['5106 Genesis Lane', 'Hixson, TN 37343']",(423) 876-8150,(423) 876-8156,69.48,79.54,62.00, 80.9%, 14.9%,  4.1%,$0.04,  0.2%,  0.0%,0.58,Religion : Religious Activities,To the Jew first,http://www.ibjm.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=5517
3883,International Campaign for Tibet - DC,52-1570071,"['1825 Jefferson Place, NW', 'Washington, DC 20036']",(202) 785-1515,(202) 785-4343,79.05,70.53,97.00, 75.4%,  6.2%, 18.3%,$0.22,  -2.9%,  1.4%,0.95,"International : International Peace, Security, and Affairs",Promoting human rights and democratic freedoms for the people of Tibet,http://www.savetibet.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=3883
10555,The International Center - DC,52-1095089,"['1001 North Carolina Avenue, SE', 'Washington, DC 20003']",(202) 285-4328,,76.17,68.16,89.00, 81.6%, 18.1%,  0.1%,$0.00, -19.6%, -21.1%,0.23,"International : International Peace, Security, and Affairs",Focusing on issues between the United States and the developing world,http://www.theintlcenter.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=10555
4919,International Center for Journalists - DC,11-2724905,"['2000 M St.', 'Suite 250 Washington, DC 20036']",(202) 737-3700,(202) 737-0530,93.77,94.65,93.00, 83.7%, 11.2%,  4.9%,$0.04, 14.6%,  3.3%,1.89,"International : International Peace, Security, and Affairs",Advancing quality journalism worldwide,http://www.icfj.org/,https://web.archive.org/web/20160704072634/http://www.charitynavigator.org/index.cfm?bay=search.summary&orgid=4919
